control_id,control_title,framework_key,framework_name,framework_control_id,mapping_strength,mapping_note
DP-01,Encryption in transit,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.312(e)(2)(ii),full,
DP-01,Encryption in transit,FEDRAMP,FedRAMP Moderate baseline,SC-8(1),full,"M, FIPS-validated"
DP-01,Encryption in transit,CMMC,CMMC 2.0 Level 2,SC.L2-3.13.8,full,
DP-01,Encryption in transit,CMMC,CMMC 2.0 Level 2,SC.L2-3.13.11,partial,
DP-01,Encryption in transit,ISO,ISO/IEC 27001:2022 Annex A,A.8.24,full,
DP-01,Encryption in transit,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 4.1,full,
DP-01,Encryption in transit,CIP,NERC CIP,CIP-005-6 R2.2,partial,
DP-01,Encryption in transit,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(a),full,
DP-02,Encryption at rest,N53,NIST SP 800-53 Rev 5,SC-28,full,
DP-02,Encryption at rest,N53,NIST SP 800-53 Rev 5,SC-28(1),full,
DP-02,Encryption at rest,N53,NIST SP 800-53 Rev 5,SC-13,partial,
DP-02,Encryption at rest,CSF,NIST CSF 2.0,PR.DS-01,full,
DP-02,Encryption at rest,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC6.1,partial,
DP-02,Encryption at rest,SOC2,"SOC 2 (TSC 2017, rev. 2022)",C1.1,partial,
DP-02,Encryption at rest,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.312(a)(2)(iv),full,
DP-02,Encryption at rest,FEDRAMP,FedRAMP Moderate baseline,SC-28,full,M
DP-02,Encryption at rest,CMMC,CMMC 2.0 Level 2,SC.L2-3.13.16,full,
DP-02,Encryption at rest,ISO,ISO/IEC 27001:2022 Annex A,A.8.24,partial,
DP-02,Encryption at rest,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 4.1,partial,
DP-02,Encryption at rest,CIP,NERC CIP,CIP-011-2 R1.2,partial,
DP-02,Encryption at rest,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(a),full,
DP-03,Cryptographic key management,N53,NIST SP 800-53 Rev 5,SC-12,full,
DP-03,Cryptographic key management,N53,NIST SP 800-53 Rev 5,SC-12(1),partial,
DP-03,Cryptographic key management,N53,NIST SP 800-53 Rev 5,SC-17,partial,
DP-03,Cryptographic key management,CSF,NIST CSF 2.0,PR.DS-01,partial,
DP-03,Cryptographic key management,CSF,NIST CSF 2.0,PR.AA-01,supporting,
DP-03,Cryptographic key management,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC6.1,partial,
DP-03,Cryptographic key management,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.312(a)(2)(iv),partial,
DP-03,Cryptographic key management,FEDRAMP,FedRAMP Moderate baseline,SC-12,full,M
DP-03,Cryptographic key management,CMMC,CMMC 2.0 Level 2,SC.L2-3.13.10,full,
DP-03,Cryptographic key management,ISO,ISO/IEC 27001:2022 Annex A,A.8.24,full,
DP-03,Cryptographic key management,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 4.3,full,
DP-03,Cryptographic key management,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(a),partial,
DP-04,Data retention and secure disposal,N53,NIST SP 800-53 Rev 5,MP-6,full,
DP-04,Data retention and secure disposal,N53,NIST SP 800-53 Rev 5,SI-12,partial,
DP-04,Data retention and secure disposal,N53,NIST SP 800-53 Rev 5,AU-11,supporting,
DP-04,Data retention and secure disposal,CSF,NIST CSF 2.0,PR.DS-03,full,
DP-04,Data retention and secure disposal,CSF,NIST CSF 2.0,ID.AM-08,partial,
DP-04,Data retention and secure disposal,SOC2,"SOC 2 (TSC 2017, rev. 2022)",C1.2,full,
DP-04,Data retention and secure disposal,SOC2,"SOC 2 (TSC 2017, rev. 2022)",P4.3,partial,
DP-04,Data retention and secure disposal,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.310(d)(2)(i),full,
DP-04,Data retention and secure disposal,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.310(d)(2)(ii),full,
DP-04,Data retention and secure disposal,FEDRAMP,FedRAMP Moderate baseline,MP-6,full,M
DP-04,Data retention and secure disposal,CMMC,CMMC 2.0 Level 2,MP.L2-3.8.3,full,
DP-04,Data retention and secure disposal,ISO,ISO/IEC 27001:2022 Annex A,A.8.10,full,
DP-04,Data retention and secure disposal,ISO,ISO/IEC 27001:2022 Annex A,A.7.14,partial,
DP-04,Data retention and secure disposal,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 4.2,full,
DP-04,Data retention and secure disposal,CIP,NERC CIP,CIP-011-2 R2,full,
DP-04,Data retention and secure disposal,GDPR,GDPR (Regulation (EU) 2016/679),Art.5(1)(e),full,
DP-04,Data retention and secure disposal,GDPR,GDPR (Regulation (EU) 2016/679),Art.17,partial,
PS-01,Personnel screening and access authorization,N53,NIST SP 800-53 Rev 5,PS-3,full,
PS-01,Personnel screening and access authorization,N53,NIST SP 800-53 Rev 5,PS-2,partial,
PS-01,Personnel screening and access authorization,CSF,NIST CSF 2.0,GV.RR-04,partial,
PS-01,Personnel screening and access authorization,CSF,NIST CSF 2.0,PR.AA-01,supporting,
PS-01,Personnel screening and access authorization,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC1.4,full,
PS-01,Personnel screening and access authorization,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(3)(ii)(B),full,
PS-01,Personnel screening and access authorization,FEDRAMP,FedRAMP Moderate baseline,PS-3,full,M
PS-01,Personnel screening and access authorization,CMMC,CMMC 2.0 Level 2,PS.L2-3.9.1,full,
PS-01,Personnel screening and access authorization,ISO,ISO/IEC 27001:2022 Annex A,A.6.1,full,
PS-01,Personnel screening and access authorization,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-2-1 4.3.3.2,full,
PS-01,Personnel screening and access authorization,CIP,NERC CIP,CIP-004-6 R3,full,
PS-01,Personnel screening and access authorization,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(4),partial,
PS-02,Role-based security competence,N53,NIST SP 800-53 Rev 5,AT-3,full,
PS-02,Role-based security competence,N53,NIST SP 800-53 Rev 5,AT-2,partial,
PS-02,Role-based security competence,CSF,NIST CSF 2.0,PR.AT-02,full,
PS-02,Role-based security competence,CSF,NIST CSF 2.0,PR.AT-01,partial,
PS-02,Role-based security competence,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC1.4,partial,
PS-02,Role-based security competence,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(5)(i),partial,
PS-02,Role-based security competence,FEDRAMP,FedRAMP Moderate baseline,AT-3,full,M
PS-02,Role-based security competence,CMMC,CMMC 2.0 Level 2,AT.L2-3.2.2,full,
PS-02,Role-based security competence,ISO,ISO/IEC 27001:2022 Annex A,A.6.3,full,
PS-02,Role-based security competence,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-2-1 4.3.2.4,full,
PS-02,Role-based security competence,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-4-1 SM-4,partial,
PS-02,Role-based security competence,CIP,NERC CIP,CIP-004-6 R2,full,
PS-02,Role-based security competence,GDPR,GDPR (Regulation (EU) 2016/679),Art.39(1)(b),supporting,
PE-01,Physical access control,N53,NIST SP 800-53 Rev 5,PE-2,full,
PE-01,Physical access control,N53,NIST SP 800-53 Rev 5,PE-3,full,
PE-01,Physical access control,N53,NIST SP 800-53 Rev 5,PE-6,partial,
PE-01,Physical access control,CSF,NIST CSF 2.0,PR.AA-06,full,
PE-01,Physical access control,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC6.4,full,
PE-01,Physical access control,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.310(a)(1),full,
PE-01,Physical access control,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.310(a)(2)(ii),partial,
PE-01,Physical access control,FEDRAMP,FedRAMP Moderate baseline,PE-3,full,M
PE-01,Physical access control,CMMC,CMMC 2.0 Level 2,PE.L2-3.10.1,full,
PE-01,Physical access control,CMMC,CMMC 2.0 Level 2,PE.L2-3.10.3,partial,
PE-01,Physical access control,ISO,ISO/IEC 27001:2022 Annex A,A.7.2,full,
PE-01,Physical access control,ISO,ISO/IEC 27001:2022 Annex A,A.7.3,partial,
PE-01,Physical access control,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-2-1 4.3.3.3,full,
PE-01,Physical access control,CIP,NERC CIP,CIP-006-6 R1,full,
PE-01,Physical access control,SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-OPS-07,partial,
PE-01,Physical access control,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(b),supporting,
PE-02,Media handling and removable media control,N53,NIST SP 800-53 Rev 5,MP-2,full,
PE-02,Media handling and removable media control,N53,NIST SP 800-53 Rev 5,MP-5,partial,
PE-02,Media handling and removable media control,N53,NIST SP 800-53 Rev 5,MP-7,full,
PE-02,Media handling and removable media control,CSF,NIST CSF 2.0,PR.DS-01,supporting,
PE-02,Media handling and removable media control,CSF,NIST CSF 2.0,PR.PS-01,supporting,
PE-02,Media handling and removable media control,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC6.7,partial,
PE-02,Media handling and removable media control,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.310(d)(1),full,
PE-02,Media handling and removable media control,FEDRAMP,FedRAMP Moderate baseline,MP-7,full,M
PE-02,Media handling and removable media control,CMMC,CMMC 2.0 Level 2,MP.L2-3.8.7,full,
PE-02,Media handling and removable media control,CMMC,CMMC 2.0 Level 2,MP.L2-3.8.8,partial,
PE-02,Media handling and removable media control,ISO,ISO/IEC 27001:2022 Annex A,A.7.10,full,
PE-02,Media handling and removable media control,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 2.3,full,
PE-02,Media handling and removable media control,CIP,NERC CIP,CIP-003-8 Att.1 §5,full,
PE-02,Media handling and removable media control,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(b),supporting,
SA-01,Secure development lifecycle gates,N53,NIST SP 800-53 Rev 5,SA-3,full,
SA-01,Secure development lifecycle gates,N53,NIST SP 800-53 Rev 5,SA-8,partial,
SA-01,Secure development lifecycle gates,N53,NIST SP 800-53 Rev 5,SA-11,partial,
SA-01,Secure development lifecycle gates,CSF,NIST CSF 2.0,PR.PS-06,full,
SA-01,Secure development lifecycle gates,CSF,NIST CSF 2.0,GV.SC-05,supporting,
SA-01,Secure development lifecycle gates,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC8.1,partial,
SA-01,Secure development lifecycle gates,FEDRAMP,FedRAMP Moderate baseline,SA-3,full,M
SA-01,Secure development lifecycle gates,ISO,ISO/IEC 27001:2022 Annex A,A.8.25,full,
SA-01,Secure development lifecycle gates,ISO,ISO/IEC 27001:2022 Annex A,A.8.27,partial,
SA-01,Secure development lifecycle gates,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-4-1 SR-2,full,
SA-01,Secure development lifecycle gates,IEC62443,ISA/IEC 62443-3-3 / -2-1,SD-1,full,
SA-01,Secure development lifecycle gates,IEC62443,ISA/IEC 62443-3-3 / -2-1,SVV-1,partial,
SA-01,Secure development lifecycle gates,SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-CHG-07,supporting,
SA-01,Secure development lifecycle gates,GDPR,GDPR (Regulation (EU) 2016/679),Art.25,partial,
SA-02,Application and dependency security testing,N53,NIST SP 800-53 Rev 5,SA-11,full,
SA-02,Application and dependency security testing,N53,NIST SP 800-53 Rev 5,RA-5,partial,
SA-02,Application and dependency security testing,N53,NIST SP 800-53 Rev 5,SI-2,supporting,
SA-02,Application and dependency security testing,CSF,NIST CSF 2.0,PR.PS-06,partial,
SA-02,Application and dependency security testing,CSF,NIST CSF 2.0,ID.RA-01,supporting,
SA-02,Application and dependency security testing,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.1,partial,
SA-02,Application and dependency security testing,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC8.1,partial,
SA-02,Application and dependency security testing,FEDRAMP,FedRAMP Moderate baseline,SA-11,full,M
SA-02,Application and dependency security testing,ISO,ISO/IEC 27001:2022 Annex A,A.8.28,full,
SA-02,Application and dependency security testing,ISO,ISO/IEC 27001:2022 Annex A,A.8.29,full,
SA-02,Application and dependency security testing,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-4-1 SVV-1,full,
SA-02,Application and dependency security testing,IEC62443,ISA/IEC 62443-3-3 / -2-1,SVV-2,full,
SA-02,Application and dependency security testing,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(d),supporting,
SA-03,Product security postmarket obligations,N53,NIST SP 800-53 Rev 5,SA-15(6),partial,
SA-03,Product security postmarket obligations,N53,NIST SP 800-53 Rev 5,SI-5,full,
SA-03,Product security postmarket obligations,N53,NIST SP 800-53 Rev 5,SR-8,partial,
SA-03,Product security postmarket obligations,CSF,NIST CSF 2.0,ID.RA-02,full,
SA-03,Product security postmarket obligations,CSF,NIST CSF 2.0,RS.CO-02,partial,
SA-03,Product security postmarket obligations,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC2.3,supporting,
SA-03,Product security postmarket obligations,FEDRAMP,FedRAMP Moderate baseline,SI-5,partial,M
SA-03,Product security postmarket obligations,ISO,ISO/IEC 27001:2022 Annex A,A.5.6,partial,
SA-03,Product security postmarket obligations,ISO,ISO/IEC 27001:2022 Annex A,A.8.8,supporting,
SA-03,Product security postmarket obligations,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-4-1 DM-1,full,
SA-03,Product security postmarket obligations,IEC62443,ISA/IEC 62443-3-3 / -2-1,DM-4,full,
SA-03,Product security postmarket obligations,IEC62443,ISA/IEC 62443-3-3 / -2-1,SUM-1,full,
SA-04,Environment separation and non-production data,N53,NIST SP 800-53 Rev 5,CM-4(1),full,
SA-04,Environment separation and non-production data,N53,NIST SP 800-53 Rev 5,SC-7,partial,
SA-04,Environment separation and non-production data,N53,NIST SP 800-53 Rev 5,SA-15,supporting,
SA-04,Environment separation and non-production data,CSF,NIST CSF 2.0,PR.IR-01,partial,
SA-04,Environment separation and non-production data,CSF,NIST CSF 2.0,PR.DS-01,supporting,
SA-04,Environment separation and non-production data,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC6.1,partial,
SA-04,Environment separation and non-production data,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC8.1,partial,
SA-04,Environment separation and non-production data,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.514(a),partial,
SA-04,Environment separation and non-production data,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(4),supporting,
SA-04,Environment separation and non-production data,FEDRAMP,FedRAMP Moderate baseline,CM-4(1),full,M
SA-04,Environment separation and non-production data,ISO,ISO/IEC 27001:2022 Annex A,A.8.31,full,
SA-04,Environment separation and non-production data,ISO,ISO/IEC 27001:2022 Annex A,A.8.33,full,
SA-04,Environment separation and non-production data,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-4-1 SI-1,partial,
SA-04,Environment separation and non-production data,SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-CHG-08,full,
SA-04,Environment separation and non-production data,GDPR,GDPR (Regulation (EU) 2016/679),Art.5(1)(b),partial,
SA-04,Environment separation and non-production data,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(a),partial,
SR-01,Vendor security assessment and tiering,N53,NIST SP 800-53 Rev 5,SR-6,full,
SR-01,Vendor security assessment and tiering,N53,NIST SP 800-53 Rev 5,SA-9,partial,
SR-01,Vendor security assessment and tiering,N53,NIST SP 800-53 Rev 5,SR-3,partial,
SR-01,Vendor security assessment and tiering,CSF,NIST CSF 2.0,GV.SC-06,full,
SR-01,Vendor security assessment and tiering,CSF,NIST CSF 2.0,GV.SC-07,full,
SR-01,Vendor security assessment and tiering,CSF,NIST CSF 2.0,ID.RA-10,partial,
SR-01,Vendor security assessment and tiering,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC9.2,full,
SR-01,Vendor security assessment and tiering,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(b)(1),partial,
SR-01,Vendor security assessment and tiering,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.314(a),partial,
SR-01,Vendor security assessment and tiering,FEDRAMP,FedRAMP Moderate baseline,SA-9,full,M
SR-01,Vendor security assessment and tiering,ISO,ISO/IEC 27001:2022 Annex A,A.5.19,full,
SR-01,Vendor security assessment and tiering,ISO,ISO/IEC 27001:2022 Annex A,A.5.21,partial,
SR-01,Vendor security assessment and tiering,ISO,ISO/IEC 27001:2022 Annex A,A.5.22,full,
SR-01,Vendor security assessment and tiering,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-2-4,partial,
SR-01,Vendor security assessment and tiering,CIP,NERC CIP,CIP-013-2 R1.1,full,
SR-01,Vendor security assessment and tiering,SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-VEN-01,partial,
SR-01,Vendor security assessment and tiering,GDPR,GDPR (Regulation (EU) 2016/679),Art.28(1),full,
SR-02,Contractual security requirements and flow-down,N53,NIST SP 800-53 Rev 5,SR-5,full,
SR-02,Contractual security requirements and flow-down,N53,NIST SP 800-53 Rev 5,SA-4,partial,
SR-02,Contractual security requirements and flow-down,N53,NIST SP 800-53 Rev 5,SA-9(1),partial,
SR-02,Contractual security requirements and flow-down,CSF,NIST CSF 2.0,GV.SC-05,full,
SR-02,Contractual security requirements and flow-down,CSF,NIST CSF 2.0,GV.SC-09,partial,
SR-02,Contractual security requirements and flow-down,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC9.2,partial,
SR-02,Contractual security requirements and flow-down,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(b)(3),full,
SR-02,Contractual security requirements and flow-down,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.314(a)(2),full,
SR-02,Contractual security requirements and flow-down,FEDRAMP,FedRAMP Moderate baseline,SA-4,full,M
SR-02,Contractual security requirements and flow-down,ISO,ISO/IEC 27001:2022 Annex A,A.5.20,full,
SR-02,Contractual security requirements and flow-down,ISO,ISO/IEC 27001:2022 Annex A,A.5.23,partial,
SR-02,Contractual security requirements and flow-down,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-2-4 SP.01,partial,
SR-02,Contractual security requirements and flow-down,CIP,NERC CIP,CIP-013-2 R1.2,full,
SR-02,Contractual security requirements and flow-down,SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-VEN-02,partial,
SR-02,Contractual security requirements and flow-down,GDPR,GDPR (Regulation (EU) 2016/679),Art.28(3),full,
SR-02,Contractual security requirements and flow-down,GDPR,GDPR (Regulation (EU) 2016/679),Art.28(2),partial,
SR-02,Contractual security requirements and flow-down,GDPR,GDPR (Regulation (EU) 2016/679),Art.44,supporting,
SR-03,Supplier component provenance,N53,NIST SP 800-53 Rev 5,SR-4,full,
SR-03,Supplier component provenance,N53,NIST SP 800-53 Rev 5,SR-3,partial,
SR-03,Supplier component provenance,N53,NIST SP 800-53 Rev 5,SR-11,partial,
SR-03,Supplier component provenance,CSF,NIST CSF 2.0,GV.SC-08,partial,
SR-03,Supplier component provenance,CSF,NIST CSF 2.0,ID.AM-08,partial,
SR-03,Supplier component provenance,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC9.2,supporting,
SR-03,Supplier component provenance,FEDRAMP,FedRAMP Moderate baseline,SR-3,partial,M
SR-03,Supplier component provenance,ISO,ISO/IEC 27001:2022 Annex A,A.5.21,full,
SR-03,Supplier component provenance,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-4-1 SM-9,full,
SR-03,Supplier component provenance,IEC62443,ISA/IEC 62443-3-3 / -2-1,SM-10,partial,
SR-03,Supplier component provenance,CIP,NERC CIP,CIP-013-2 R1.2.5,full,
PR-01,Records of processing and lawful basis,N53,NIST SP 800-53 Rev 5,PM-5(1),partial,
PR-01,Records of processing and lawful basis,N53,NIST SP 800-53 Rev 5,PT-2,full,
PR-01,Records of processing and lawful basis,N53,NIST SP 800-53 Rev 5,PT-3,full,
PR-01,Records of processing and lawful basis,CSF,NIST CSF 2.0,GV.OC-03,partial,
PR-01,Records of processing and lawful basis,CSF,NIST CSF 2.0,ID.AM-07,partial,
PR-01,Records of processing and lawful basis,SOC2,"SOC 2 (TSC 2017, rev. 2022)",P1.1,full,
PR-01,Records of processing and lawful basis,SOC2,"SOC 2 (TSC 2017, rev. 2022)",P2.1,partial,
PR-01,Records of processing and lawful basis,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.502(b),supporting,
PR-01,Records of processing and lawful basis,FEDRAMP,FedRAMP Moderate baseline,PT-3,partial,M
PR-01,Records of processing and lawful basis,ISO,ISO/IEC 27001:2022 Annex A,A.5.34,full,
PR-01,Records of processing and lawful basis,GDPR,GDPR (Regulation (EU) 2016/679),Art.30,full,
PR-01,Records of processing and lawful basis,GDPR,GDPR (Regulation (EU) 2016/679),Art.6,full,
PR-01,Records of processing and lawful basis,GDPR,GDPR (Regulation (EU) 2016/679),Art.13,partial,
PR-02,Data subject rights fulfilment,N53,NIST SP 800-53 Rev 5,PT-6,partial,
PR-02,Data subject rights fulfilment,N53,NIST SP 800-53 Rev 5,PM-22,partial,
PR-02,Data subject rights fulfilment,CSF,NIST CSF 2.0,GV.OC-03,supporting,
PR-02,Data subject rights fulfilment,SOC2,"SOC 2 (TSC 2017, rev. 2022)",P5.1,full,
PR-02,Data subject rights fulfilment,SOC2,"SOC 2 (TSC 2017, rev. 2022)",P5.2,partial,
PR-02,Data subject rights fulfilment,SOC2,"SOC 2 (TSC 2017, rev. 2022)",P6.1,supporting,
PR-02,Data subject rights fulfilment,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.524,full,
PR-02,Data subject rights fulfilment,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.526,full,
PR-02,Data subject rights fulfilment,ISO,ISO/IEC 27001:2022 Annex A,A.5.34,partial,
PR-02,Data subject rights fulfilment,GDPR,GDPR (Regulation (EU) 2016/679),Art.12,full,
PR-02,Data subject rights fulfilment,GDPR,GDPR (Regulation (EU) 2016/679),Art.15,full,
PR-02,Data subject rights fulfilment,GDPR,GDPR (Regulation (EU) 2016/679),Art.16,full,
PR-02,Data subject rights fulfilment,GDPR,GDPR (Regulation (EU) 2016/679),Art.17,full,
PR-02,Data subject rights fulfilment,GDPR,GDPR (Regulation (EU) 2016/679),Art.20,partial,
PR-03,Data protection impact assessment,N53,NIST SP 800-53 Rev 5,RA-8,full,
PR-03,Data protection impact assessment,N53,NIST SP 800-53 Rev 5,PT-4,supporting,
PR-03,Data protection impact assessment,CSF,NIST CSF 2.0,ID.RA-01,supporting,
PR-03,Data protection impact assessment,CSF,NIST CSF 2.0,GV.RM-01,supporting,
PR-03,Data protection impact assessment,SOC2,"SOC 2 (TSC 2017, rev. 2022)",P3.1,partial,
PR-03,Data protection impact assessment,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(1)(ii)(A),supporting,
PR-03,Data protection impact assessment,FEDRAMP,FedRAMP Moderate baseline,RA-8,full,M
PR-03,Data protection impact assessment,ISO,ISO/IEC 27001:2022 Annex A,A.5.34,partial,
PR-03,Data protection impact assessment,GDPR,GDPR (Regulation (EU) 2016/679),Art.35,full,
PR-03,Data protection impact assessment,GDPR,GDPR (Regulation (EU) 2016/679),Art.36,partial,
OT-01,Zone and conduit segmentation,N53,NIST SP 800-53 Rev 5,SC-7,full,
OT-01,Zone and conduit segmentation,N53,NIST SP 800-53 Rev 5,SC-7(5),partial,
OT-01,Zone and conduit segmentation,N53,NIST SP 800-53 Rev 5,AC-4,partial,
OT-01,Zone and conduit segmentation,CSF,NIST CSF 2.0,PR.IR-01,full,
OT-01,Zone and conduit segmentation,CSF,NIST CSF 2.0,ID.AM-03,partial,
OT-01,Zone and conduit segmentation,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC6.6,partial,
OT-01,Zone and conduit segmentation,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.312(e)(1),supporting,
OT-01,Zone and conduit segmentation,FEDRAMP,FedRAMP Moderate baseline,SC-7,full,M
OT-01,Zone and conduit segmentation,CMMC,CMMC 2.0 Level 2,SC.L2-3.13.1,full,
OT-01,Zone and conduit segmentation,CMMC,CMMC 2.0 Level 2,SC.L2-3.13.5,partial,
OT-01,Zone and conduit segmentation,ISO,ISO/IEC 27001:2022 Annex A,A.8.20,full,
OT-01,Zone and conduit segmentation,ISO,ISO/IEC 27001:2022 Annex A,A.8.22,full,
OT-01,Zone and conduit segmentation,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-2 ZCR 4,full,
OT-01,Zone and conduit segmentation,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 5.1,full,
OT-01,Zone and conduit segmentation,IEC62443,ISA/IEC 62443-3-3 / -2-1,SR 5.2,full,
OT-01,Zone and conduit segmentation,CIP,NERC CIP,CIP-005-6 R1,full,
OT-02,Industrial remote and vendor access,N53,NIST SP 800-53 Rev 5,AC-17,partial,
OT-02,Industrial remote and vendor access,N53,NIST SP 800-53 Rev 5,MA-4,full,
OT-02,Industrial remote and vendor access,N53,NIST SP 800-53 Rev 5,AC-2(11),partial,
OT-02,Industrial remote and vendor access,CSF,NIST CSF 2.0,PR.AA-05,partial,
OT-02,Industrial remote and vendor access,CSF,NIST CSF 2.0,GV.SC-07,supporting,
OT-02,Industrial remote and vendor access,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC6.6,partial,
OT-02,Industrial remote and vendor access,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC9.2,supporting,
OT-02,Industrial remote and vendor access,FEDRAMP,FedRAMP Moderate baseline,MA-4,full,M
OT-02,Industrial remote and vendor access,CMMC,CMMC 2.0 Level 2,MA.L2-3.7.5,full,
OT-02,Industrial remote and vendor access,ISO,ISO/IEC 27001:2022 Annex A,A.8.21,partial,
OT-02,Industrial remote and vendor access,ISO,ISO/IEC 27001:2022 Annex A,A.5.22,supporting,
OT-02,Industrial remote and vendor access,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 1.13,full,
OT-02,Industrial remote and vendor access,IEC62443,ISA/IEC 62443-3-3 / -2-1,SR 2.6,full,
OT-02,Industrial remote and vendor access,CIP,NERC CIP,CIP-005-6 R2.4,full,
OT-02,Industrial remote and vendor access,CIP,NERC CIP,R2.5,full,
OT-03,Unsupported industrial system compensations,N53,NIST SP 800-53 Rev 5,SI-2,partial,
OT-03,Unsupported industrial system compensations,N53,NIST SP 800-53 Rev 5,CA-5,partial,
OT-03,Unsupported industrial system compensations,N53,NIST SP 800-53 Rev 5,SC-7(5),partial,
OT-03,Unsupported industrial system compensations,CSF,NIST CSF 2.0,ID.AM-01,partial,
OT-03,Unsupported industrial system compensations,CSF,NIST CSF 2.0,GV.RM-05,partial,
OT-03,Unsupported industrial system compensations,CSF,NIST CSF 2.0,PR.IR-01,partial,
OT-03,Unsupported industrial system compensations,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.1,partial,
OT-03,Unsupported industrial system compensations,FEDRAMP,FedRAMP Moderate baseline,CA-5,partial,M
OT-03,Unsupported industrial system compensations,ISO,ISO/IEC 27001:2022 Annex A,A.8.8,partial,
OT-03,Unsupported industrial system compensations,ISO,ISO/IEC 27001:2022 Annex A,A.5.4,supporting,
OT-03,Unsupported industrial system compensations,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-2-3,full,
OT-03,Unsupported industrial system compensations,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 7.6,partial,
